chapter	line	current_expr	aed_name	access	rationale
chapters/standardization.qmd	79	"A_demo <- rio::import(here::here(""data"", ""standardization"", ""country_demographics.csv"")) %>%"	country_demographics	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/standardization.qmd	97	"B_demo <- rio::import(here::here(""data"", ""standardization"", ""country_demographics_2.csv"")) %>%"	country_demographics_2	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/standardization.qmd	146	"rio::export(A_deaths, here::here(""data"", ""standardization"", ""deaths_countryA.csv""))"	deaths_countryA		WRITEBACK: enclosing chunk (line 145) is `echo=F` with NO eval=F -- executes for real, writes data/standardization/deaths_countryA.csv to disk on every render.
chapters/standardization.qmd	147	"rio::export(B_deaths, here::here(""data"", ""standardization"", ""deaths_countryB.csv""))"	deaths_countryB		WRITEBACK: enclosing chunk (line 145) is `echo=F` with NO eval=F -- executes for real, writes data/standardization/deaths_countryB.csv to disk on every render.
chapters/standardization.qmd	243	"standard_pop_data <- rio::import(here::here(""data"", ""standardization"", ""world_standard_population_by_sex.csv"")) %>%"	world_standard_population_by_sex	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/stat_tests.qmd	58	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/tables_descriptive.qmd	57	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/tables_descriptive.qmd	738	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/iteration.qmd	49	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/iteration.qmd	444	"sheet_names <- readxl::excel_sheets(here::here(""data"", ""example"", ""hospital_linelists.xlsx""))"	example_hospital_linelists	save_data	readxl::excel_sheets() must open the real .xlsx file to enumerate its sheet names; get_data() returns parsed dataset content, not a sheet-name listing.
chapters/iteration.qmd	469	"map(.f = ~import(here::here(""data"", ""example"", ""hospital_linelists.xlsx""), which = .x))"	example_hospital_linelists	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/iteration.qmd	490	"sheet_names <- readxl::excel_sheets(here::here(""data"", ""example"", ""hospital_linelists.xlsx""))"	example_hospital_linelists	save_data	readxl::excel_sheets() must open the real .xlsx file to enumerate its sheet names; get_data() returns parsed dataset content, not a sheet-name listing.
chapters/iteration.qmd	494	"map(.f = ~import(here::here(""data"", ""example"", ""hospital_linelists.xlsx""), which = .x)) %>%"	example_hospital_linelists	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/iteration.qmd	523	"sheet_names <- readxl::excel_sheets(here::here(""data"", ""example"", ""hospital_linelists.xlsx""))"	example_hospital_linelists	save_data	readxl::excel_sheets() must open the real .xlsx file to enumerate its sheet names; get_data() returns parsed dataset content, not a sheet-name listing.
chapters/iteration.qmd	528	"map_at(.f = ~import(here::here(""data"", ""example"", ""hospital_linelists.xlsx""), which = .x),"	example_hospital_linelists	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/time_series.qmd	73	"counts <- rio::import(here::here(""data"", ""time_series"", ""campylobacter_germany.xlsx""))"	campylobacter_germany	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/writing_functions.qmd	41	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/writing_functions.qmd	43	"flu_china <- rio::import(here::here(""data"", ""case_linelists"", ""fluH7N9_China_2013.csv""))"	fluH7N9_China_2013	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/survival_analysis.qmd	78	"linelist_case_data <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/dates.qmd	50	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/dates.qmd	657	"counts <- import(here(""data"", ""example"", ""district_weekly_count_data.xlsx"")) %>%"	example_district_weekly_count_data	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/transition_to_r.qmd	61	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/shiny_basics.qmd	258	"malaria_data <- rio::import(here::here(""data"", ""malaria_facility_count_data.rds"")) %>%"	malaria_facility_count_data	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/shiny_basics.qmd	370	"malaria_data <- rio::import(here::here(""data"", ""malaria_facility_count_data.rds"")) %>%"	malaria_facility_count_data	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/transmission_chains.qmd	33	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds"")) %>%"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/transmission_chains.qmd	115	"linelist <- rio::import(here::here(""data"", ""case_linelists"", ""linelist_cleaned.rds""))"	linelist_cleaned_rds	get_data	rio::import() returns a data frame; get_data() returns the same parsed data frame directly.
chapters/basics.qmd	830	"linelist <- import(here(""data"", ""clean"", ""linelists"", ""marin_country.csv""))"			ILLUSTRATIVE: eval=F chunk (line 828); fictitious path data/clean/linelists/marin_country.csv, no matching file anywhere in the repo.
chapters/importing.qmd	84	"linelist <- import(here(""data"", ""linelists"", ""ebola_linelist.xlsx""))"			ILLUSTRATIVE: eval=F chunk (line 83); generic pedagogical example path data/linelists/ebola_linelist.xlsx, not a real file (distinct from the real data/case_linelists/ path used elsewhere).
chapters/importing.qmd	120	"linelist <- import(here(""data"", ""linelists"", ""ebola_linelist.xlsx""))"			ILLUSTRATIVE: eval=F chunk (line 119); repeats the same fictitious example path as line 84 in the 'absolute vs relative path' comparison section.
chapters/importing.qmd	181	"linelist <- import(here(""data"", ""linelists"", ""linelist_cleaned.xlsx""))"			ILLUSTRATIVE: eval=F chunk (line 180); fictitious path data/linelists/linelist_cleaned.xlsx, no matching file.
chapters/importing.qmd	207	"linelist_raw <- import(here(""data"", ""linelist.xlsx""), which = ""Sheet1"")"			ILLUSTRATIVE: eval=F chunk (line 205, `import_sheet_here`); fictitious path data/linelist.xlsx demonstrating the `which=` sheet-selection argument.
chapters/importing.qmd	229	"linelist <- import(here(""data"", ""my_linelist.xlsx""), na = ""99"")"			ILLUSTRATIVE: eval=F chunk (line 228); fictitious path data/my_linelist.xlsx demonstrating the `na=` missing-value argument.
chapters/importing.qmd	235	"linelist <- import(here(""data"", ""my_linelist.csv""), na = c(""Missing"", """", "" ""))"			ILLUSTRATIVE: eval=F chunk (line 234); fictitious path data/my_linelist.csv demonstrating multi-value `na=` argument.
chapters/importing.qmd	806	"export(linelist, here(""data"", ""clean"", ""my_linelist.csv""))"			ILLUSTRATIVE: eval=F chunk (line 805); fictitious write-back path data/clean/my_linelist.csv, demonstrating `export()`.
chapters/importing.qmd	831	"export(linelist, here(""data"", ""clean"", ""my_linelist.rds""))"			ILLUSTRATIVE: eval=F chunk (line 830); fictitious write-back path data/clean/my_linelist.rds, demonstrating `export()`.
chapters/r_projects.qmd	98	"export(linelist, here(""data"",""clean"", ""my_linelist.rds""))"			ILLUSTRATIVE: eval=F chunk (line 97); fictitious write-back path data/clean/my_linelist.rds, demonstrating export within an R project.
chapters/directories.qmd	141	"dir_create(here(""data"", ""test""))"			ILLUSTRATIVE: eval=F chunk (line 140); fictitious directory data/test, demonstrating fs::dir_create().
chapters/directories.qmd	151	"file_create(here(""data"", ""test.rds""))"			ILLUSTRATIVE: eval=F chunk (line 150); fictitious file data/test.rds, demonstrating fs::file_create().
chapters/reportfactory.qmd	115	"linelist <- import(here(""data"", ""clean"", ""linelist_cleaned.rds""))"			ILLUSTRATIVE: eval=F chunk (line 114); fictitious path data/clean/linelist_cleaned.rds -- this is reportfactory's own internally-generated 'clean' subfolder inside a factory project, not the handbook's real data/ folder.
chapters/importing.qmd	617	"here(""data"", ""example"", ""linelists"", latest_file)"			ILLUSTRATIVE: eval=F chunk (line 616); continuation of the 'find latest file' demo, path built from variable `latest_file`.
chapters/importing.qmd	624	"import(here(""data"", ""example"", ""linelists"", latest_file)) # import"			ILLUSTRATIVE: eval=F chunk (line 622); continuation of the 'find latest file' demo, path built from variable `latest_file`.
chapters/importing.qmd	640	"latest_file <- dir_info(here(""data"", ""example"", ""linelists"")) %>%"			ILLUSTRATIVE: eval=F chunk (line 639); alternate 'use file modification time' version of the latest-file demo; directory data/example/linelists is real but this call never executes.
chapters/directories.qmd	60	"dir_info(here(""data"", ""gis"", ""population""))"	gis_population_sle_admpop_adm3_2020		ILLUSTRATIVE: eval=F chunk (line 58); directory data/gis/population is real (executed for real at lines 44/51/66 in the same chapter) but this specific call never runs.
chapters/directories.qmd	255	"list.files(path = here(""data""))"			ILLUSTRATIVE: eval=F chunk (line 254); bare data/ directory listing demo.
chapters/directories.qmd	257	"list.files(path = here(""data""), pattern = "".csv"")"			ILLUSTRATIVE: eval=F chunk (line 254); bare data/ directory listing demo, filtered by pattern.
chapters/directories.qmd	258	"# dir(path = here(""data""), pattern = "".csv"")"			ILLUSTRATIVE: eval=F chunk (line 254); AND this specific line is additionally commented out (`#`) within the chunk -- doubly inert.
chapters/directories.qmd	260	"list.files(path = here(""data""), pattern = ""evd"", ignore.case = TRUE)"			ILLUSTRATIVE: eval=F chunk (line 254); bare data/ directory listing demo, filtered by pattern.
chapters/iteration.qmd	627	"writexl::write_xlsx(path = here(""data"", ""hospital_linelists.xlsx""))"	example_hospital_linelists		ILLUSTRATIVE: eval=F chunk (line 625); write-back demo, never executes.
chapters/time_series.qmd	180	"path     = here::here(""data"", ""Weather"")) ## path to save the data"			ILLUSTRATIVE: eval=F chunk (line 133, `weather_data`); write-back destination for downloaded .nc files during the 'how to download the climate data yourself' demo; path 'data/Weather' (capital W) is distinct from the real 'data/time_series/weather' directory used later. Never executes.
chapters/phylogenetic_trees.qmd	83	"tree <- ape::read.tree(""Shigella_tree.txt"")"	Shigella_tree		ILLUSTRATIVE: eval=F chunk (line 82, echo=T); shows the bare-filename call a reader would use after downloading the file into their own working directory. The real, executing read (using here::here()) is at line 24/78 in the same chapter.
chapters/data_used.qmd	229	"ape::read.tree(""Shigella_tree.txt"")"	Shigella_tree		ILLUSTRATIVE: eval=F chunk (line 228); demonstrates importing the manually-downloaded phylogenetic tree file, never executes.
chapters/iteration.qmd	449	"sheet_names <- readxl::excel_sheets(""hospital_linelists.xlsx"")"	example_hospital_linelists		ILLUSTRATIVE: eval=F chunk (line 448); bare-filename version of the excel_sheets() demo at line 444, never executes.
chapters/iteration.qmd	500	"sheet_names <- readxl::excel_sheets(""hospital_linelists.xlsx"")  # extract sheet names"	example_hospital_linelists		ILLUSTRATIVE: eval=F chunk (line 499); bare-filename version of the excel_sheets() demo at line 490, never executes.
chapters/iteration.qmd	534	"sheet_names <- readxl::excel_sheets(""hospital_linelists.xlsx"")"	example_hospital_linelists		ILLUSTRATIVE: eval=F chunk (line 533); bare-filename version of the excel_sheets() demo at line 523, never executes.
chapters/importing.qmd	566	"linelist_filenames <- dir(here(""data"", ""example"", ""linelists"")) # get file names from folder"		save_data	Directory scan: dir() enumerates the real files in data/example/linelists on disk to demonstrate the 'import the latest file' pattern; get_data() returns one named dataset, not a directory listing.
chapters/importing.qmd	605	"latest_file <- dir(here(""data"", ""example"", ""linelists"")) %>%  # file names from ""linelists"" sub-folder"		save_data	Directory scan: dir() enumerates the real files in data/example/linelists on disk as the first step of a pipeline extracting the latest file by date in its filename.
chapters/importing.qmd	609	"dir(here(""data"", ""example"", ""linelists""))[[.]]              # return the filename of latest linelist"		save_data	Directory scan: second dir() call in the same pipeline, indexes into the real directory listing of data/example/linelists to return one filename.
chapters/directories.qmd	34	"fs::dir_tree(path = here(""data""), recurse = TRUE)"		save_data	Directory scan: fs::dir_tree() recursively lists the entire real data/ directory tree on disk.
chapters/directories.qmd	44	"dir(here(""data"", ""gis"", ""population""))"	gis_population_sle_admpop_adm3_2020	save_data	Directory scan: dir() lists the real files in data/gis/population on disk; get_data() returns one named dataset, not a directory listing.
chapters/directories.qmd	51	"dir_ls(here(""data"", ""gis"", ""population""))"	gis_population_sle_admpop_adm3_2020	save_data	Directory scan: fs::dir_ls() lists the real files in data/gis/population on disk.
chapters/directories.qmd	66	"DT::datatable(dir_info(here(""data"", ""gis"", ""population"")), rownames = FALSE, options = list(pageLength = 5, scrollX=T), class = 'white-space: nowrap' )"	gis_population_sle_admpop_adm3_2020	save_data	Directory scan: fs::dir_info() reads real per-file metadata (mtime, size, path) for every file in data/gis/population on disk; not obtainable from get_data().
chapters/directories.qmd	116	"is_dir(here(""data""))"		save_data	fs::is_dir() checks that the real data/ directory exists on disk; needs an actual directory, not a parsed object.
chapters/time_series.qmd	195	"here::here(""data"", ""time_series"", ""weather""), # replace with your own file path"	germany_weather	save_data	Directory scan: list.files() enumerates the 10 real .nc files in data/time_series/weather on disk before reading them with stars::read_stars(); get_data() returns one named dataset, not a directory listing.
