chapter	lang	heading	segment_index	kind	en_span	tr_span	proposition	reader_consequence	confidence
age_pyramid	pt	Likert scale / Escala de Likert	S15.P3	code_mismatch	chapters/age_pyramid.qmd:615-620	chapters/age_pyramid.pt.qmd:613-618	The prose states the table below shows the Likert survey data, with a `status` column and 8 questions on a 4-point scale; in English the chunk beside it renders `DT::datatable(likert_data, ...)`, but in Portuguese the chunk renders `DT::datatable(head(linelist, 10), ...)`, i.e. the Ebola case linelist.	The Portuguese reader sees the Ebola linelist (case_id, dates, age, gender) where the text promises respondent status and Q1-Q8 Likert responses. They cannot check the input shape for the whole Likert section and may conclude they imported the wrong dataset or that `likert_data` has linelist columns.	high
age_pyramid	pt	apyramid package / Pacote apyramid - Linelist data	S7.P2	code_mismatch	chapters/age_pyramid.qmd:116-123	chapters/age_pyramid.pt.qmd:116-123	The prose names the argument to add as `proporcional = VERDADEIRO`; the code chunk immediately beside it (and the apyramid API) uses `proportional = TRUE`.	A reader who copies the argument from the sentence writes `proporcional = VERDADEIRO` and gets an R error (unused argument / object 'VERDADEIRO' not found), because neither the argument name nor the logical literal is translatable in R.	high
age_pyramid	pt	apyramid package / Pacote apyramid	S6.P1	untrue	chapters/age_pyramid.qmd:98-98	chapters/age_pyramid.pt.qmd:98-98	English says the package help page is opened by entering `?age_pyramid`; Portuguese says to enter `?Age_pyramid` with a capital A, which is not the name of the function or of any help topic.	The Portuguese reader types `?Age_pyramid` and R answers 'No documentation for Age_pyramid', so they do not reach the help page the sentence points them to.	medium
age_pyramid	pt	Aggregated data / Dados agregados	S10.P3	code_mismatch	chapters/age_pyramid.qmd:216-219	chapters/age_pyramid.pt.qmd:213-216	The display chunk that follows the `pivot_longer()` step is labelled as showing the aggregated data ('Visualize os dados agregados'); in English it renders `DT::datatable(demo_agg_long, ...)`, but in Portuguese it renders `DT::datatable(head(linelist, 5), ...)`.	The Portuguese reader never sees the long-format table (age_cat5, gender, counts) that the next `age_pyramid(count = "counts")` call depends on, and instead sees the raw linelist, so they cannot verify what `pivot_longer()` produced or why `count = "counts"` is the right argument.	medium
age_pyramid	ru	Cleaning / Вычистка	S5.P1	untrue	chapters/age_pyramid.qmd:78-78	chapters/age_pyramid.ru.qmd:78-78	The English says the intended age-category order is set by converting the column to class factor; the Russian says it is set by converting to 'коэффициент класса' (a class coefficient), which is not an R data type and not what the English states.	A Russian reader is not told to convert the age-category column with factor(), so they cannot follow the instruction and their pyramid keeps the default alpha-numeric ordering (e.g. '10-14' before '5-9'). The correct term 'Фактор' is used later at line 230, so the reader also sees two different names for one concept.	medium
age_pyramid	ru	Likert scale / Шкала Лайкерта	S15.P6	untrue	chapters/age_pyramid.qmd:658-658	chapters/age_pyramid.ru.qmd:658-658	The English says `..count..` is used to invert the values TO negative (multiply by -1); the Russian says `..count..` is used 'для инвертирования отрицательных значений' (for inverting the negative values), which reverses the direction and is contradicted by the chunk at lines 665-673 where positive counts are multiplied by -1.	A Russian reader reads the technique backwards: they understand the term to act on values that are already negative, rather than to make positive counts negative. That misreading breaks the one mechanism the whole pyramid/Likert construction depends on, and it is the mechanism this paragraph exists to explain.	medium
age_pyramid	ru	Likert scale / Шкала Лайкерта	S15.P5	missing	chapters/age_pyramid.qmd:624-624	chapters/age_pyramid.ru.qmd:624-624	The English data-management step says to pivot the data LONGER; the Russian says only 'Поворот данных' (pivot the data), omitting the direction.	A Russian reader planning the step from this checklist does not know which direction to pivot, and must infer it from `pivot_longer()` in the chunk at lines 631-635. The same chapter translates the direction elsewhere (line 203), so its absence here reads as a deliberate difference.	low
age_pyramid	tr	Demographic pyramids and Likert-scales	S1.P1	untrue	chapters/age_pyramid.qmd:17-17	chapters/age_pyramid.tr.qmd:16-16	The five-point Likert example scale contains "Disagree" as its fourth option; the Turkish list gives "Katılıyorum" (Agree) twice and never gives "Katılmıyorum" (Disagree).	The Turkish reader sees a five-point scale with a duplicated "Agree" and no "Disagree", so the worked example of a Likert scale is internally inconsistent and cannot be used as a model for coding response categories.	high
age_pyramid	tr	**apyramid** package / Linelist data	S7.P3	untrue	chapters/age_pyramid.qmd:126-126	chapters/age_pyramid.tr.qmd:115-115	The grey background bars show the range of the un-faceted data for that age group; the Turkish text instead says the grey bars show the range of un-faceted data "such as age group" ("yaş grubu gibi yönlü olmayan verilerin aralığını"), making age group an example of un-faceted data rather than the grouping the range is computed within.	The Turkish reader misreads what the grey background bars represent and cannot tell that each grey bar is the total for that age group across all facets.	medium
age_pyramid	tr	**apyramid** package / Missing values	S8.P1	untrue	chapters/age_pyramid.qmd:136-136	chapters/age_pyramid.tr.qmd:125-125	Rows with NA in split_by or age_group do not trigger the FACETING described in the previous section; the Turkish text says instead that such rows "do not affect the formation of the graph" ("grafiğin oluşmasını etkilemez").	The Turkish reader loses the link to the faceting rule just above (NA is not counted as a third split_by value) and is told a broader, false claim that missing rows have no effect on the plot at all, which is contradicted two sentences later by na.rm = FALSE.	medium
age_pyramid	tr	**apyramid** package / Missing values	S8.P1	missing	chapters/age_pyramid.qmd:136-136	chapters/age_pyramid.tr.qmd:125-125	With na.rm = FALSE the missing rows appear in TWO distinct places: in an adjacent bar plot, and as a separate age group at the top of the pyramid; the Turkish text collapses this into one place, "at the top, in a separate adjacent bar chart".	The Turkish reader does not expect a new age-category row at the top of the pyramid and may read that extra category as a data error rather than as the missing-age group.	medium
age_pyramid	tr	`ggplot()`	S11.P1	missing	chapters/age_pyramid.qmd:241-241	chapters/age_pyramid.tr.qmd:226-226	After the axis flip the two bar plots stand vertically with their bases meeting in the middle of the plot; the Turkish sentence omits that the bases meet in the plot middle.	The Turkish reader is not told why one series is negated, so the geometric reason the two histograms join at zero to form the pyramid is missing from the method overview.	medium
age_pyramid	vn	**apyramid** package > Linelist data	S7.P3	untrue	chapters/age_pyramid.qmd:126-126	chapters/age_pyramid.vn.qmd:126-126	The grey background bars in a faceted apyramid plot show the range of the un-faceted (whole) data for that age group; the Vietnamese says they show the range of the data that is absent/not present for that age group ("phạm vi của dữ liệu không có mặt cho nhóm tuổi đó").	A Vietnamese reader reads the grey background bars as missing or excluded records for each age group, instead of as the total pooled distribution used for comparison across facets, and so misinterprets every faceted pyramid produced by split_by with more than two values.	high
age_pyramid	vn	`ggplot()` > So sánh với đường cơ sở (Compare to baseline)	S14.P1	added	chapters/age_pyramid.qmd:390-390	chapters/age_pyramid.vn.qmd:390-392	The Vietnamese file states the baseline-layer explanation twice: once as the untranslated English source paragraph at line 390, then again as its Vietnamese translation at line 392; the English has this paragraph only once.	A Vietnamese reader meets an untranslated English paragraph followed by its duplicate in Vietnamese, and may look for a difference in content between the two paragraphs that does not exist.	high
basics	es	### Keyboard shortcuts	S20.P1	untrue	chapters/basics.qmd:259-259	chapters/basics.es.qmd:275-275	The keyboard shortcut that inserts the assignment operator `<-` is Alt + - (Windows/Linux) and Option + - (Mac); the translation gives Alt + * and Opcion + *.	A Spanish reader presses Alt + asterisk, nothing is inserted, and they conclude the shortcut does not exist in their RStudio or keyboard layout instead of pressing Alt + hyphen.	high
basics	es	### Object classes	S58.P3	untrue	chapters/basics.qmd:1029-1029	chapters/basics.es.qmd:1040-1040	The base R function that converts to Date class is spelled `as.Date()` with a capital D; the translated conversion table names it `as.date()`.	A reader copying `as.date()` from the table gets `could not find function "as.date"`, on a page that has not yet taught that R is case-sensitive in function names.	high
basics	es	### Access/index with brackets (`[ ]`)	S60.P6	code_mismatch	chapters/basics.qmd:1164-1164	chapters/basics.es.qmd:1174-1174	The first named element of the demo list defined in the adjacent chunk is `hospitals` (plural); the translated bullet describing that list calls the element `hospital` (singular).	A reader following the bullet indexes with `my_list[["hospital"]]`, gets NULL, and cannot reconcile it with the very next chunk which uses `my_list[["hospitals"]]`.	high
basics	es	### Functions with multiple arguments	S23.P5	code_mismatch	chapters/basics.qmd:374-374	chapters/basics.es.qmd:382-382	The optional argument named in the adjacent `age_pyramid()` chunk is `proportional = TRUE`; the translated NOTE box names the argument `proporcional = TRUE`.	A reader typing `proporcional = TRUE` gets an unused-argument error, and the note is the only place in the section that explains that fully named arguments can be given in any order.	medium
basics	es	### Delete packages	S33.P1	untrue	chapters/basics.qmd:611-611	chapters/basics.es.qmd:623-623	The English attributes `remove.packages()` to base R; the translation attributes it to the **utils** package.	A reader is told a different package owns `remove.packages()` than every other language edition states, and may look for or try to load **utils** before deleting a package.	medium
basics	es	### Object structure	S57.P2	untrue	chapters/basics.qmd:969-969	chapters/basics.es.qmd:996-996	The example stand-alone vector of plot colours is `c("blue", "red2", "orange", "grey")`, which are R colour names; the translation gives `c("azul", "rojo2", "naranja", "gris")`, which R does not recognise as colours.	A reader who reuses the example in a plot palette gets `invalid color name 'azul'`, and may conclude R accepts colour names in the session language.	medium
basics	es	#### Scientific notation	S72.P1	untrue	chapters/basics.qmd:1479-1479	chapters/basics.es.qmd:1494-1494	The `?options` documentation says fixed notation is preferred unless it is more than `scipen` digits WIDER than scientific notation; the translation says fixed notation is preferred unless it HAS more digits than `scipen`.	A reader believes `scipen` is an absolute digit count of the number itself rather than a width penalty relative to scientific notation, so they cannot predict when a value will print in exponential form.	medium
basics	es	### **Pipes**	S63.P1	added	chapters/basics.qmd:1218-1221	chapters/basics.es.qmd:1229-1236	The translated Pipes subsection opens with a second copy of the two-approaches list (Pipes/tidyverse versus intermediate objects) plus a new bold **Pipes** sub-label, content the English has only once in the parent Piping section.	A reader meets the same numbered list twice within twelve lines and may look for a distinction between the two lists that does not exist.	medium
basics	es	### Languages other than English	S9.P1	added	chapters/basics.qmd:117-121	chapters/basics.es.qmd:128-132	The translation lists a third learning resource, [R for Data Science en espanol](https://es.r4ds.hadley.nz/), that the English list of non-English resources does not contain.	None harmful: the reader gets an extra resource, but the Spanish and English editions no longer offer the same resource list, so a reader cross-checking editions sees content that is not in the source.	high
basics	es	#### Your library	S27.P1	added	chapters/basics.qmd:491-491	chapters/basics.es.qmd:493-493	The translation adds the condition "si es windows" (if it is Windows) to the instruction to look for a folder called "win-library"; the English states the instruction unconditionally.	None harmful, and arguably clearer, but it is a claim about platform scope that the English does not make at this point.	low
basics	fr	RStudio	S17.H	alignment_mismatch	chapters/basics.qmd:187-187	chapters/basics.fr.qmd:195-195	In English, 'RStudio {#rstudio}' is a level-2 top-level section; in French the same section is written as a level-3 heading '### RStudio {#rstudio}', so it becomes a subsection of Installation and sits at the same level as its own child '### Orientation de RStudio'.	A French reader sees RStudio nested inside Installation in the table of contents and in the section numbering, and cannot tell that 'Orientation de RStudio', 'Parametres RStudio' and 'Raccourcis clavier' are subsections of RStudio rather than siblings of it.	high
basics	fr	Assignment operators / Operateurs d'affectation	S66.P2	missing	chapters/basics.qmd:1343-1354	chapters/basics.fr.qmd:1530-1530	The English says the assignment pipe is shorthand 'as shown below in two equivalent examples', then gives the pair 'linelist <- linelist %>% mutate(age_months = age_years * 12)' and 'linelist %<>% mutate(age_months = age_years * 12)' with the connecting sentence 'The above is equivalent to the below:'; the French sentence stops at 'Il s'agit d'un raccourci.' and no example, and no connecting sentence, follows.	A French reader of the operators reference gets the claim that %<>% is shorthand with nothing showing what it is shorthand FOR, so they cannot see which normal assignment the pipe replaces without going back to the earlier Piping section.	high
basics	fr	Statistical functions / Fonctions statistiques	S74.P1	untrue	chapters/basics.qmd:1517-1517	chapters/basics.fr.qmd:1766-1766	The English gives the probs= example as the R vector c(0.5, 0.8, 0.85); the French gives it as c(0,5, 0,8, 0,85), whose elements are 0, 5, 0, 8, 0 and 85, so the stated example is not a vector of probabilities within 0 and 1 as the same sentence claims.	A French reader who copies quantile(x, probs = c(0,5, 0,8, 0,85)) passes six values, four of them outside [0,1], and gets an error about probs outside [0,1] instead of the 50th, 80th and 85th percentiles.	high
basics	fr	Object classes / Classes d'objets	S58.P3	untrue	chapters/basics.qmd:1034-1034	chapters/basics.fr.qmd:1137-1137	The English lists the base R class-test functions as is.numeric(), is.character(), is.double(), is.factor(), is.integer(); the French list replaces is.factor() with 'is .facteur()', which is not a function that exists in base R.	A French reader who runs is.facteur(linelist$gender) gets 'could not find function', and has no way from this page to learn the real name is.factor().	high
basics	fr	Keyboard shortcuts / Raccourcis clavier	S20.P1	missing	chapters/basics.qmd:259-259	chapters/basics.fr.qmd:276-277	The English shortcut table gives the Mac shortcut for inserting <- as 'Option + -'; the French table cell for the same row contains only 'Option +', so the hyphen key of the shortcut is absent.	A French Mac reader cannot learn the keystroke for inserting the assignment operator from this table, because the second key of the combination is not stated.	medium
basics	fr	Scientific notation / Notation scientifique	S72.P1	missing	chapters/basics.qmd:1479-1479	chapters/basics.fr.qmd:1722-1723	The English quotes ?options as saying fixed notation is preferred 'unless it is more than scipen digits wider'; the French drops the unit and says only 'a moins qu'elle ne soit plus large de plus de scipen'.	A French reader does not learn that scipen is measured in digits of printed width, so they have no basis for choosing a value and cannot predict when fixed notation will be dropped.	medium
basics	fr	RStudio orientation / Orientation de RStudio	S18.P2	added	chapters/basics.qmd:221-221	chapters/basics.fr.qmd:231-231	The French states the Git pane appears if you have linked the active directory to a repository on Github ('Si vous avez lie le repertoire actif a un depot sur Github'); the English only says the pane can be present 'if you choose to interface with Github' and names no condition about the working directory.	A French reader concludes the Git pane depends specifically on the current working directory being linked to a Github repository, and may believe RStudio has no Git support for a project linked to a non-Github remote.	medium
basics	jp	How to install and load (Install from Github)	S30.P4	untrue	chapters/basics.qmd:536-552	chapters/basics.jp.qmd:557-573	The English says the published CRAN version is the more stable one and the development version carries new features; the Japanese attributes both greater stability and the new features to the development version (より安定し、また、...新機能を備えた開発バージョン).	A Japanese reader concludes the GitHub development build is the safer choice and installs development versions by default, losing the stability trade-off the English states.	high
basics	jp	Remove objects	S62.P2	untrue	chapters/basics.qmd:1195-1197	chapters/basics.jp.qmd:1214-1216	English: rm(list = ls(all = TRUE)) clears the workspace (the R environment). Japanese: it 「作業ディレクトリを空にする」, that is, it empties the working directory.	A Japanese reader, who has just read a section defining 作業ディレクトリ as a folder on disk, may believe this command deletes files on disk: either avoiding it, or running it expecting files to be removed.	high
basics	jp	R markdown	S44.P1	missing	chapters/basics.qmd:699-705	chapters/basics.jp.qmd:722-728	The English states R markdown documents are incredibly useful and versatile tools often used to create dynamic and automated reports; the Japanese paragraph omits this sentence.	A Japanese reader does not learn the main practical motivation for R markdown (automated, dynamic reporting) and may see it only as a way to produce one document.	high
basics	jp	Object classes	S59.P3	added	chapters/basics.qmd:1017-1039	chapters/basics.jp.qmd:1039-1057	The Japanese states the paste-percent-into-a-numeric-column example and the 'sometimes you must convert class' sentence twice, as two near-identical paragraphs (lines 1040 and 1042); the English states it once.	A Japanese reader reads the same paragraph twice and looks for a distinction between the two versions that does not exist.	high
basics	jp	phantomjs	S17.P1	untrue	chapters/basics.qmd:182-186	chapters/basics.jp.qmd:191-195	The Japanese calls phantomjs a package (パッケージ); the English calls it an external program, and the same Japanese paragraph later also calls it 外部プログラム.	A Japanese reader may look for phantomjs on CRAN or run install.packages("phantomjs") instead of webshot::install_phantomjs().	medium
basics	jp	Free online resources	S9.P1	missing	chapters/basics.qmd:111-115	chapters/basics.jp.qmd:118-122	The English quotation of the R4Epis mission covers common types of outbreaks AND population-based surveys; the Japanese quotation covers only 一般的なアウトブレイク調査 (outbreak investigations).	A Japanese reader looking for survey tools concludes R4Epis covers outbreaks only and does not follow the link.	medium
basics	jp	Relational and logical operators	S68.P1	code_mismatch	chapters/basics.qmd:1363-1399	chapters/basics.jp.qmd:1381-1413	The English prose names the two case-definition variables hep_e_rdt and other_cases_in_hh, neither of which appears in the adjacent chunk; the Japanese names them rdt_result and other_cases_in_home, which do appear in it.	The two versions disagree on the variable names of the same worked example, so a reader tracing the English names into the code chunk finds nothing to match.	medium
basics	jp	Code folding	S47.P1	added	chapters/basics.qmd:725-735	chapters/basics.jp.qmd:748-758	The Japanese instructs the reader to leave a half-width space (半角スペースをあけて) between the header text and the four or more dashes, hashes or equals signs; the English gives no such step.	A Japanese reader treats the space as required syntax and may conclude a header written without it cannot fold.	medium
basics	jp	Object structure	S58.P2	added	chapters/basics.qmd:958-972	chapters/basics.jp.qmd:978-994	The Japanese adds a translator note defining field epidemiology as the area that carries out infectious-disease epidemiological investigations (訳注: 感染症の疫学調査などを行う領域); the English has no gloss.	A Japanese reader takes an editorial definition of field epidemiology, narrower than the handbook's own scope, as part of the source text.	medium
basics	jp	Assignment operators	S67.P1	added	chapters/basics.qmd:1330-1344	chapters/basics.jp.qmd:1350-1362	The Japanese adds a translator note explaining a parent R environment as the environment that sits above in a relation between several environments (訳注: 複数の環境の関係において上にくる環境); the English says only higher 'parent' R Environment.	A Japanese reader receives an explanation of environment scoping that the source does not make and that the linked base-R reference is not cited for.	medium
basics	jp	Mathematical functions	S72.P1	added	chapters/basics.qmd:1459-1474	chapters/basics.jp.qmd:1473-1488	The Japanese function table adds translator notes distinguishing round() as 丸め（訳注: 四捨五入ではない） from janitor::round_half_up() as 丸め（訳注: 四捨五入）; the English table labels both rows simply 'rounding'.	A Japanese reader gets the round()/round_half_up() distinction from a bare table cell one section before the DANGER box that explains it, and may skip the explanation.	medium
basics	jp	Rounding	S74.P1	added	chapters/basics.qmd:1489-1491	chapters/basics.jp.qmd:1503-1505	The Japanese adds a translator note defining banker's rounding as round-half-to-even (訳注: 最接近偶数への丸め); the English gives only the behavioural description.	A Japanese reader receives an added technical term that the source does not supply and cannot check it against the linked janitor vignette.	medium
basics	jp	Simple functions	S23.P2	missing	chapters/basics.qmd:313-315	chapters/basics.jp.qmd:323-325	The English says the summary() output is a summary of the column's numeric AND MISSING values; the Japanese says only 要約統計量 (summary statistics).	A Japanese reader is not told that summary() also reports the count of missing values, which is why this example is applied to the age column.	low
basics	jp	Statistical functions	S75.P1	untrue	chapters/basics.qmd:1500-1521	chapters/basics.jp.qmd:1514-1535	The English example probability vector for quantile(probs =) is c(0.5, 0.8, 0.85); the Japanese gives c(0.5, 0.8, 0.05).	A Japanese reader copying the example requests an unsorted quantile set (0.5, 0.8, 0.05) and gets output that does not match what the English text illustrates.	low
basics	pt	Function help / Auxílio para as funções	S31.P1	missing	chapters/basics.qmd:602-604	chapters/basics.pt.qmd:618-622	English tells the reader to get function documentation by searching the RStudio Help tab, by running `?thefunctionname` (function name after a question mark), and by searching online; the Portuguese section with the same heading omits all of this and instead repeats the `::` package-prefix explanation already given in the preceding 'Sintaxe do código' section.	A Portuguese reader looking up 'Auxílio para as funções' never learns the `?function` shortcut or that the Help pane documents functions, and reads a paragraph duplicated from the previous section instead.	high
basics	pt	Pandoc	S14.P1	added	chapters/basics.qmd:172-174	chapters/basics.pt.qmd:178-180	The Portuguese Pandoc paragraph opens with 'Sua versão de R é impressa no o Console R na inicialização. Você também pode executar o' before the Pandoc definition; the English Pandoc paragraph contains no statement about the R version being printed at start-up.	The reader meets a sentence fragment about printing the R version spliced into the definition of Pandoc, so the sentence that should define Pandoc reads as broken and its subject is unclear.	high
basics	pt	Languages other than English / Idiomas além do inglês	S9.P1	added	chapters/basics.qmd:117-123	chapters/basics.pt.qmd:118-126	The Portuguese list adds a third resource, '[Ciência de Dados em R (Português)](https://livro.curso-r.com/index.html)'; the English list has only the Spanish and French resources.	The Portuguese reader is pointed at a resource the English handbook never vetted or listed, so the two versions no longer describe the same set of non-English resources.	high
basics	pt	Access/index with brackets / Accessar-indexar com colchetes	S60.P2	code_mismatch	chapters/basics.qmd:1087-1091	chapters/basics.pt.qmd:1114-1117	The Portuguese chunk keeps the comment announcing the double-bracket example ('Apenas o segundo elemento, sem nome, usando colchetes duplos') but the code line `summary(linelist$age)[[2]]` that the comment describes has been deleted.	The reader is told a double-bracket example follows, sees no such line and no output for it, and therefore cannot compare single- versus double-bracket indexing of a summary object.	high
basics	pt	Access/index with brackets / Accessar-indexar com colchetes	S60.P2	untrue	chapters/basics.qmd:1087-1088	chapters/basics.pt.qmd:1111-1112	The Portuguese comment says `summary(linelist$age)[2]` returns the second element 'sem nome' (without its name); the English says it returns it WITH the name, which is what single-bracket indexing of a named summary actually does.	The reader concludes single and double brackets both strip the name, and so cannot see the distinction this example exists to teach.	medium
basics	pt	Access/index with brackets / Accessar-indexar com colchetes	S60.P5	untrue	chapters/basics.qmd:1143-1144	chapters/basics.pt.qmd:1166-1167	The Portuguese states that single PARENTHESES ('parênteses simples') always return class list when indexing a list, and that 'os parênteses' can be written one after another; the English attributes both behaviours to square brackets `[ ]`, and parentheses do not index in R.	A reader following the text may try `my_list(1)` instead of `my_list[1]`, which errors, and will not connect the paragraph to the bracket examples in the chunk below it.	medium
basics	pt	Object classes / Classe de objetos (Date row)	S58.P1	untrue	chapters/basics.qmd:988-988	chapters/basics.pt.qmd:1011-1012	The Portuguese Date row says that once R is told data are dates the values 'só podem ser apresentados e manipulados de algumas maneiras especiais' (can ONLY be displayed and manipulated in certain special ways); the English states the opposite framing, that such data CAN be manipulated and displayed in special ways.	The reader takes the Date class as a restriction on what can be done with the values rather than as the capability it unlocks, and may avoid converting columns to Date.	medium
basics	pt	Masked functions / Funções mascaradas	S35.P2	missing	chapters/basics.qmd:629-629	chapters/basics.pt.qmd:646-648	English introduces the numbered list with 'Here are ways you can fix masking:'; the Portuguese drops this sentence and starts straight at item 1, so the list is never stated to be the remedies for masking.	The two numbered steps follow the masking screenshot with no introduction, so the reader may read them as a continuation of the diagnosis rather than as the fixes.	medium
basics	ru	Defining objects (`<-`)	S56.P4	code_mismatch	chapters/basics.qmd:911-911	chapters/basics.ru.qmd:911-911	The example cross-tabulation is of gender by outcome; the Russian text says the cross-tabulation is of gender by age (по полу и возрасту), while the chunk immediately below runs table(linelist$gender, linelist$outcome).	A Russian reader expects age categories in the printed table, sees outcome values (Death/Recover) instead, and may conclude the code or the linelist is wrong rather than the text.	high
basics	ru	Cheatsheets	S6.P1	untrue	chapters/basics.qmd:78-78	chapters/basics.ru.qmd:78-78	The listed cheatsheet covers factors with the forcats package; the Russian renders it as Коэффициенты (coefficients), so it states forcats is about coefficients.	A Russian reader learns the wrong purpose for forcats and will not look for it when they need to reorder or relabel a categorical variable; the same chapter later calls the class Факторы, so the two passages disagree.	high
basics	ru	Object structure	S57.P2	untrue	chapters/basics.qmd:964-964	chapters/basics.ru.qmd:964-964	A vector is a container for a sequence of singular (individual) objects; the Russian says последовательности уникальных объектов, asserting the elements are unique.	A Russian reader can conclude that a vector, and therefore a data frame column, cannot hold repeated values, which contradicts every example in the chapter (e.g. c(1,2,3,4,5) usage, linelist$gender) and misleads them about duplicates.	high
basics	ru	Missing values	S68.P1	missing	chapters/basics.qmd:1430-1430	chapters/basics.ru.qmd:1430-1430	The instruction that is.na() is the special function used to test whether a value is NA, and that it returns TRUE or FALSE, is stated in Russian nowhere: the sentence is left in English in the translated file.	A reader who does not read English gets the code chunk with is.na(rdt_result) and no Russian statement of what the function does or what it returns, so the central point of the section is unavailable to them.	medium
basics	ru	RStudio orientation	S18.P2	missing	chapters/basics.qmd:221-221	chapters/basics.ru.qmd:221-221	The point that the Environment pane also holds a Connections pane for external connections and can hold a Git pane for Github is not made in Russian: the sentence is left in English in the translated file.	A reader who does not read English does not learn that Connections and Git tabs live in that pane, and will not look there when setting up a database connection or version control.	medium
